"Term1","hana2","jigokuhen_shinji2","kaeru2","kaigara2","karenosho2","kiseru2","onna2","rashomon2","sarano_hana2","torokko2","anitachi2","asa2","asamasiki_mono2","hashire_merosu2","kirigirisu2","ningen_shikkaku2","onnano_ketto2","sekibetsu2","soseiki2","uso2"
"ものです。",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,3
"ヒラメの",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
"一つ、",0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,6,2,4,1,1
"周さんは",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
"思いました。",0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,3,0,1,1
"日本に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0
"甚だ",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,9,0,0
"申す",1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"相手の",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,5,8,3,0,0
"眼の",1,7,0,0,4,1,0,1,0,0,1,0,0,0,0,2,2,0,1,0
"私と",0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,11,0,2
"良秀は",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"言葉を",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,3,7,0,1
"身を",0,4,0,0,0,0,0,1,0,0,1,0,0,1,0,2,7,4,0,0
"非常に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,2
"首を",1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,6,0,5,0,3
"いちども",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,1,1,0,1
"さ",0,11,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"さまざまの",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,4,0,0
"それこそ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,4,1,1
"どんなに",0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,3,6,1,1
"なると、",2,3,0,0,1,2,0,0,0,0,2,1,0,0,3,1,1,1,1,1
"また",1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4,0,7,0,3
"もので、",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,10,0,2
"メロスは",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"人は、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,6,0,1
"依って、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,7,0,1
"兄の",0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0
"周さんと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"屏風の",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"或いは",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,12,0,0
"手紙を",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,11,0,0
"来て、",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,1,8,0,1
"様子で、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,10,2,0
"無かった。",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,11,0,0
"行った。",0,0,0,0,0,4,0,2,0,7,0,0,2,1,0,0,1,2,0,0
"言えば、",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,8,2,0
"部屋の",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0
"あなたに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,4
"お前の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,2,3
"かなり",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,1,5,0,1
"くらいに",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,2,8,0,0
"それが、",0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,6,0,4,0,2
"それも",1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,2,0
"たいてい",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,8,0,6,1,0
"わたくしは",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"事が、",0,2,0,0,0,2,0,1,0,1,0,0,0,0,4,5,1,2,0,0
"云った。",6,0,0,0,0,2,0,4,0,3,0,0,0,0,0,0,3,0,0,0
"人たちの",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0
"女は",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,1
"妙に",0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0
"姿を",0,6,0,1,0,0,2,0,0,0,0,0,0,1,0,0,2,6,0,0
"暗い",0,3,0,0,0,0,0,1,0,0,2,1,0,1,1,3,4,1,0,1
"民衆の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"気を",0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,3,1,9,1,0
"聞いて",0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,2,8,2,0
"行き、",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0,7,0,0
"見る",1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,5,3,1,1,0
"言う",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,11,0,2
"謂わば",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,0
"頭を",1,5,0,0,2,3,0,0,0,0,0,0,1,1,1,0,1,3,0,0
"あなたが",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,0,1
"いい。",0,0,1,0,0,1,0,0,0,0,0,2,0,7,0,0,2,3,1,0
"こっそり",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,6,0,4
"これが",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,0,0
"こんなに",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,7,0,1
"そのような",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8,2,1
"たくさん",0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,1,8,1,0
"と、",0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,7,2,2,0,1
"ところが",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,8,0,2
"どうしても",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,1,0
"ひとり",0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,4,2,5,1,0
"ゐる。",0,1,7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"他の",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,9,1,0
"何でも",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,9,0,0
"兄は、",0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0
"別に",0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,0,2
"周さんが",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"子供の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,5,1,0
"所",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0
"手に",1,1,0,0,0,4,0,1,0,1,0,0,0,0,0,1,3,4,1,0
"於いて、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0
"来た",0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,4,2,7,0,0
"無い、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,3,0,0
"知れません。",0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,0,2
"笑って",0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,5,1,3,2,1
"聞いた",1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,5,3,0,1
"自分と",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,2,0,0
"言っても、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,4
"誰にも",0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,5,0,0
"金無垢の",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頗る",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,1
"。",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,0
"うして",0,11,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ここに",1,0,0,0,1,0,0,1,0,0,1,0,0,4,0,2,2,4,0,0
"しかも、",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,11,0,2,0,0
"そこに",1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0
"そこへ",0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,2
"そっと",1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,5,2,2,1,1
"そろそろ",0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,3,2,5,0,0
"だから、",0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,2,2,7,0,1
"どこか",0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0
"ない、",0,3,0,0,2,0,1,2,0,0,0,0,0,0,0,4,1,2,1,0
"なかなか",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,7,0,1
"まことに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,1,1
"まず",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1
"もし",0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,3,0,1
"ものだ。",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,10,0,1
"メロスは、",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"一つの",0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,4,6,0,0
"一人、",0,4,0,5,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"中へ",4,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,4,0,0,0
"事、",0,2,0,0,0,0,0,0,0,3,0,0,0,0,5,1,2,3,0,0
"向って",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,6,0,0
"堀木の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
"声で",0,3,1,0,1,0,0,1,0,0,0,0,0,3,0,2,3,2,0,0
"実は",0,3,1,0,2,1,0,1,0,0,0,1,0,0,0,4,0,3,0,0
"幽かに",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,6,0,0
"息を",1,5,0,0,1,0,0,2,0,0,1,0,0,1,0,1,3,0,0,1
"歩いて",0,0,0,2,0,0,0,0,0,1,0,1,1,3,0,3,1,4,0,0
"涙を",0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,7,1,3,0,1
"火を",0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,1
"生きて",0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,6,4,1,0,0
"私も、",0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,8,0,0
"肩を",0,2,0,0,3,4,0,1,0,0,0,0,1,1,0,1,1,2,0,0
"行って",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,7,0,1
"車の",0,11,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"」と、",0,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0
"ありました。",0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,8,0,2,0,0
"あれは、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,0,2
"いかにも",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,5,0,0
"いつでも",0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,2,5,0,0
"いろいろ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,9,0,0
"おそろしい",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1
"しばらく",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,5,0,2
"そのまま",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,5,1,1
"その後",0,6,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,2,1,0
"とうとう",1,0,0,3,0,0,0,1,0,3,0,0,0,0,2,0,1,4,0,0
"ところに",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,9,0,1
"ところも",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,8,0,2
"どの",2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,0,0
"なった",0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,2,4,4,0,0
"下に",0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,2,5,2,0,0
"下人は、",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"下宿に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0
"之を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"人は",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,0,0
"仰",0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,1,1,0
"似た",0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,8,1,1,0,1
"何と",0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5,0,2
"何やら",0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0
"僕が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0
"先生は、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0
"全部",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,9,1,0
"出て",1,2,0,1,0,0,0,0,0,1,1,0,0,1,0,2,2,4,0,0
"堀木は、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"就いては、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,0,0
"店の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0
"当時の",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10,1,0
"方が",1,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,1,0,0
"時に、",3,1,0,0,1,2,0,0,0,0,0,1,0,1,1,2,0,3,0,0
"更に",0,2,0,1,3,1,0,0,0,0,0,0,0,1,0,2,2,3,0,0
"本当に",0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,6,0,0
"気も",0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,4,1,5,0,0
"流石に",0,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1
"科学の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"見た。",5,0,0,0,0,2,0,2,0,3,0,1,0,1,0,0,1,0,0,0
"遠い",0,3,0,0,3,0,0,0,0,2,0,0,0,0,2,1,0,4,0,0
"間に",0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,0,5,4,0,0
"あれは",0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,5,1,1
"おれの",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,7
"お金を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,0,1,0
"このような",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,6,3,0
"こんどは",0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,4,0,1
"ずっと",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,6,0,0
"そんな、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,7,0,0
"ちゃんと",0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,4,2,1,0
"てんで",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,0,2
"ところへ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,2,0,2
"どうやら",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,7,0,0
"ながら、",0,4,0,0,0,1,0,3,0,1,1,0,0,0,0,3,0,1,0,0
"はじめて",0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,5,0,0
"ぼんやり",0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,3,0,1
"もの。",0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,1,0,0,0
"ものの、",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,1
"やって来て、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,6,0,0
"わざと",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,3,2,0
"一層",1,4,0,0,2,1,0,2,0,0,0,0,0,0,0,0,3,1,0,0
"中で",2,4,0,0,1,0,0,0,0,0,0,1,0,0,1,3,1,1,0,0
"今度は",1,5,0,2,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0
"他に",0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,6,1,1
"出る",0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,3,2,3,0,0
"又、",0,8,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"君は",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0
"唯、",0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"女学生の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"就いて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,0,1
"居りましたが、",0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"平気で",0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,2,0,0,3
"彼を",0,0,0,4,1,0,0,0,0,2,0,0,0,1,0,5,0,1,0,0
"心に",0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,6,0,1
"心を",0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,5,0,4,0,0
"思いを",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,1,0,4
"思う",0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,3,4,1,0
"方を",0,5,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0
"時々",2,3,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1
"東京に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,1
"松島の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"火の",0,8,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
"神の",0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,1,0
"私たちは",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,4
"立って",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,1,0
"芭蕉の",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"見に",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,5,2,0,0
"酒を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,0
"門の",0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0
"飲み、",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,3,0,0
"黒い",0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,5,2,0,0
"「ええ、",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,9,1,0
"あんなに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,6,0,2
"いやな",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,0,0
"うちに",0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,3,0,3,1,0
"おれは、",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,1,0,4,1
"こと、",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,9,0
"ことも",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0
"これまで",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,0,0,2
"ございました。",0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"さて、",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,5,0,0
"なった。",3,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,3,1,0
"なんだか",0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0
"まあ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,7,0,2
"まじめな",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,7,0,1
"もの、",0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,0,2,0
"ものの",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,2,2,0
"やっと",0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,6,2,0
"三人の",0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,2,2,0,0
"下宿の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,0,0
"両手を",0,3,0,0,1,0,0,2,0,0,2,0,1,0,0,3,0,1,0,0
"人たちは、",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,8,0,0
"仕方が",0,0,0,0,0,1,0,4,0,2,1,0,0,0,0,2,0,3,0,0
"体を",0,2,1,0,1,1,1,2,0,1,0,0,0,0,0,0,4,0,0,0
"何が",0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,2
"何とも",0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,3,0,0
"地獄変の",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"外の",0,7,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"家を",0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,7,1,1,0,0
"小声で",0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,4,0,2
"弟子は",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"強く",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,2,0
"思い、",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,2,2,2,0
"思った",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,4,0,0
"思って",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,5,0,0
"思われる。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0
"故郷の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,0
"於いて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,0,0
"日、",1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,5,0,0
"殆ど",0,5,0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,2,0,0
"深く",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6,1,2
"立って、",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,0,0
"絵を",0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0
"芸術家の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"見える。",0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,7,1,0,0
"顔は、",1,2,0,0,1,0,0,0,0,0,3,0,1,0,0,4,0,1,0,0
"「いいえ、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,7,0,0
"「女の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0
"あるのです。",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5
"いきなり",0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0
"かう",0,4,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"きっと、",0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3,0,0,0,1
"くらいの",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,1,1
"ここで",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,0,0
"すでに",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,6,0,0
"せず、",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,1,2,0,1
"そこで、",2,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,1,0,0,1
"そして",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0
"とき、",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0
"どうして",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,2,1,0
"なんにも",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,2,0,0
"まず、",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,5,0,0
"わからない",2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,0,1
"わざわざ",1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,0
"わたくしの",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"上の",0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,2,1,1,0,2
"下手な",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,2
"中には",0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
"事である。",2,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,2,0,1
"互いに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0
"今は",1,2,0,1,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0
"何か、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,2,0
"全然",0,0,0,0,2,2,0,0,0,2,0,0,0,0,1,2,0,1,0,2
"全部、",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,8,0,0
"内供の",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"内供は、",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"再び",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,2,1,0
"出た。",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9,0,0
"口に",0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,2,2,3,0,0
"周さんに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"周さんを",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"嘘を",0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,2,0,4
"場合、",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0
"外へ",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,1,0,1
"如く",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,7,1,0
"妙な",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,2
"彼が",0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,4,0,0
"彼等の",0,0,0,3,0,3,1,0,0,1,0,0,0,0,0,3,0,1,0,0
"思われます。",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,6,1,0,0
